% Time (s),"Dependent variable c Sink Flux","Dependent variable c Source Flux","Dependent variable p (m^2) Total Concentration","timeint(0,t,sourceFlux-sinkFlux)"
10.562157038633728,5.343465362802308E-7,0.0071580541898665076,0.007229941931587397,0.007229115778716663
10.677805796011063,5.860786837634035E-7,0.008016788132234104,0.008106446056837304,0.008105609041595517
10.793454553388397,6.426342679534256E-7,0.008975986261367011,0.009087963481872907,0.009087114722505795
10.909103310765731,7.045779896292125E-7,0.010046747957365001,0.01018674406425615,0.010185882840858182
11.024752068143066,7.725556619307847E-7,0.011241231108380314,0.011416381816599189,0.011415507340778642
11.1404008255204,8.473042704992539E-7,0.01257270905027908,0.012791940669916492,0.012791052288828791
11.256049582897734,9.296630460156939E-7,0.01405561782727345,0.014330086298481707,0.01432918349402999
11.371698340275069,1.0205856873390778E-6,0.015705589132947888,0.016049222628991305,0.016048305044249558
11.487347097652403,1.1211538952353368E-6,0.017539463150255914,0.017969631055451525,0.01796869864676931
11.602995855029738,1.2325923999628557E-6,0.019575274194150866,0.02011360963795414,0.020112662662725503
11.718644612407072,1.356285690899257E-6,0.021832200577829107,0.022505608658787295,0.022504647891423504
11.834293369784406,1.4937966831982507E-6,0.02433046849698468,0.02517235782470429,0.025171384627118425
11.94994212716174,1.646887585478853E-6,0.027091198005368224,0.028142979125318737,0.028141995597709506
12.065590884539075,1.8175432641760742E-6,0.03013617742403374,0.03144907787818757,0.03144808705446028
12.18123964191641,2.0080310045348893E-6,0.03348755091772025,0.035125118347695314,0.03512380881261409
12.296888399293744,2.220833256358893E-6,0.037167402676720473,0.03920749407486752,0.039205872488442414
12.412537156671078,2.458757765095244E-6,0.041197220426540004,0.04373528260818907,0.04373351469845095
12.528185914048413,2.72498037194238E-6,0.045597221200500575,0.04875018438984413,0.048748390476853094
12.643834671425747,3.0230709803311603E-6,0.05038552389280711,0.05429616053896488,0.054294379947948675
12.759483428803081,3.3570286982586766E-6,0.05557715658874895,0.06041902586816299,0.06041728996972668
12.875132186180416,3.7313379044510688E-6,0.0611828926377521,0.06716610159683563,0.06716443075052712
12.99078094355775,4.151034308733091E-6,0.06720791850717045,0.07458564274161707,0.07458404868871871
13.106429700935085,4.621770675611827E-6,0.07365034918406155,0.08272609971398122,0.08272459501128976
13.222078458312419,5.149888420384789E-6,0.08049962365321435,0.09163521413327841,0.09163381713012018
13.337727215689753,5.7425005934152795E-6,0.08773483380234626,0.10135892604459476,0.10135765749413828
13.453375973067088,6.407586875925946E-6,0.0953230644711458,0.1119400818740004,0.11193896131634555
13.569024730444422,7.154099924840196E-6,0.10321784897921024,0.12341695278125508,0.12341599686314025
13.684673487821756,7.992083897173426E-6,0.1113578710727098,0.1358215881449003,0.13582080903139152
13.80032224519909,8.932807227272627E-6,0.11966606745702679,0.1491780420643549,0.14917744697308527
13.915971002576425,9.988911841597737E-6,0.12804930051391814,0.16350052757214165,0.16350011550692584
14.03161975995376,1.1174580759806094E-5,0.13639877326131356,0.17879157361720407,0.17879133364751812
14.147268517331094,1.2505726102972963E-5,0.14459134279829874,0.19504028003221535,0.19504018958499258
14.262917274708428,1.4000199885937954E-5,0.1524918499384681,0.21222078201392414,0.21222080541695693
14.378566032085763,1.5678030356088074E-5,0.1599565191414361,0.23029104558031857,0.23029113437155696
14.494214789463097,1.7561686961211477E-5,0.16683739533599454,0.24919211672765892,0.2491922103088457
14.609863546840431,1.9676377343967995E-5,0.17298767846988977,0.26884793724942224,0.2688479653056471
14.725512304217766,2.2050380132913564E-5,0.1782677032651249,0.2891658176859554,0.28916570404406955
14.8411610615951,2.4715883416842506E-5,0.18255120566093602,0.31003578975629814,0.31003729005290703
14.956809818972435,2.770806292030544E-5,0.1857314361306767,0.3313381313768515,0.33134105202559627
15.072458576349769,3.1066616896069604E-5,0.18772664011444282,0.3529411572604155,0.35294436677707847
